snapshot_date,policy_start_year,business_type_category,chengdu_branch,third_level_organization,customer_category_3,insurance_type,is_new_energy_vehicle,coverage_type,is_transferred_vehicle,renewal_status,vehicle_insurance_grade,highway_risk_grade,large_truck_score,small_truck_score,terminal_source,signed_premium_yuan,matured_premium_yuan,policy_count,claim_case_count,reported_claim_payment_yuan,expense_amount_yuan,commercial_premium_before_discount_yuan,premium_plan_yuan,marginal_contribution_amount_yuan,week_number
2025/9/14,2025,2吨以下营业货车,中支,自贡,营业货车,交强险,FALSE,交三,FALSE,续保,,,,A,0106移动展业(App),21641.51,4765.317,16,0,0,1082.13,0,21641.51,4527.0392,38
2025/9/14,2025,2吨以下营业货车,中支,自贡,营业货车,交强险,FALSE,交三,FALSE,续保,,,,X,0106移动展业(App),1221.7,36.8,1,0,0,61.09,0,1221.7,34.9598,38
2025/9/14,2025,2吨以下营业货车,中支,自贡,营业货车,交强险,FALSE,交三,FALSE,转保,,,,A,0106移动展业(App),8900.94,3421.7705,6,1,2300,301.94,0,8900.94,1005.6964,38
2025/9/14,2025,2吨以下营业货车,中支,自贡,营业货车,交强险,FALSE,交三,TRUE,转保,,,,,0106移动展业(App),1745.28,822.4333,1,0,0,87.26,0,1745.28,781.3135,38
2025/9/14,2025,2吨以下营业货车,中支,自贡,营业货车,交强险,FALSE,单交,FALSE,续保,,,,A,0106移动展业(App),21816.06,8679.1091,17,0,0,473,0,21816.06,8490.9349,38
2025/9/14,2025,2吨以下营业货车,中支,自贡,营业货车,交强险,TRUE,主全,FALSE,新保,,,,,0106移动展业(App),22688.64,8032.7707,13,4,7962.34,0,0,22688.64,70.4307,38
2025/9/14,2025,2吨以下营业货车,中支,自贡,营业货车,商业保险,FALSE,交三,FALSE,续保,,,,A,0106移动展业(App),25190.9,5484.0242,16,0,0,4359.72,20992.4362,25190.9,4534.9192,38
2025/9/14,2025,2吨以下营业货车,中支,自贡,营业货车,商业保险,FALSE,交三,FALSE,续保,,,,E,0106移动展业(App),3416.05,1918.6034,1,0,0,0,2277.3616,3416.05,1918.6034,38
2025/9/14,2025,2吨以下营业货车,中支,自贡,营业货车,商业保险,FALSE,交三,FALSE,续保,,,,E,0110融合销售,2867.92,361.4365,1,0,0,178.96,1911.9479,2867.92,338.8826,38
2025/9/14,2025,2吨以下营业货车,中支,自贡,营业货车,商业保险,FALSE,交三,FALSE,续保,,,,X,0106移动展业(App),1852.21,55.8,1,0,0,444.53,1543.5083,1852.21,42.408,38
2025/9/14,2025,2吨以下营业货车,中支,自贡,营业货车,商业保险,FALSE,交三,FALSE,转保,,,,A,0106移动展业(App),11773.12,4626.8805,6,0,0,2549.37,9495.8706,11773.12,3624.9685,38
2025/9/14,2025,2吨以下营业货车,中支,自贡,营业货车,商业保险,FALSE,交三,TRUE,转保,,,,,0106移动展业(App),1661.78,783.0854,1,0,0,224.34,1384.8182,1661.78,677.369,38
2025/9/14,2025,2吨以下营业货车,中支,自贡,营业货车,商业保险,TRUE,主全,FALSE,新保,,,,,0106移动展业(App),165234.11,58462.4649,13,5,39392.4,0,122395.6559,165234.11,19070.0649,38
2025/9/14,2025,2吨以下营业货车,中支,资阳,营业货车,交强险,FALSE,主全,FALSE,转保,,,,A,0106移动展业(App),1570.75,727.2788,1,0,0,78.54,0,1570.75,690.9137,38
2025/9/14,2025,2吨以下营业货车,中支,资阳,营业货车,交强险,FALSE,主全,FALSE,转保,,,,A,0202APP,1396.23,822.4368,1,0,0,69.81,0,1396.23,781.3159,38
2025/9/14,2025,2吨以下营业货车,中支,资阳,营业货车,交强险,FALSE,交三,FALSE,续保,,,,A,0106移动展业(App),5584.9,2260.1195,4,0,0,267.04,0,5584.9,2152.0527,38
2025/9/14,2025,2吨以下营业货车,中支,资阳,营业货车,交强险,FALSE,交三,FALSE,续保,,,,A,0110融合销售,3839.63,921.4155,3,0,0,199.32,0,3839.63,873.5837,38
2025/9/14,2025,2吨以下营业货车,中支,资阳,营业货车,交强险,FALSE,交三,FALSE,续保,,,,B,0106移动展业(App),1221.7,411.6962,1,0,0,61.09,0,1221.7,391.1097,38
2025/9/14,2025,2吨以下营业货车,中支,资阳,营业货车,交强险,FALSE,交三,FALSE,转保,,,,A,0106移动展业(App),2018.86,703.679,2,0,0,52.08,0,2018.86,685.5263,38
2025/9/14,2025,2吨以下营业货车,中支,资阳,营业货车,交强险,FALSE,交三,FALSE,转保,,,,D,0106移动展业(App),1570.75,722.9753,1,0,0,0,0,1570.75,722.9753,38
2025/9/14,2025,2吨以下营业货车,中支,资阳,营业货车,交强险,FALSE,交三,TRUE,转保,,,,,0106移动展业(App),5235.84,2051.0028,3,0,0,174.52,0,5235.84,1982.6392,38
2025/9/14,2025,2吨以下营业货车,中支,资阳,营业货车,交强险,FALSE,单交,FALSE,续保,,,,A,0106移动展业(App),1570.75,559.4452,1,0,0,0,0,1570.75,559.4452,38
2025/9/14,2025,2吨以下营业货车,中支,资阳,营业货车,交强险,FALSE,单交,FALSE,续保,,,,A,0110融合销售,1221.7,267.7699,1,0,0,30.18,0,1221.7,261.1551,38
2025/9/14,2025,2吨以下营业货车,中支,资阳,营业货车,交强险,FALSE,单交,FALSE,续保,,,,B,0106移动展业(App),1745.28,521.1932,1,1,1000,0,0,1745.28,-478.8068,38
2025/9/14,2025,2吨以下营业货车,中支,资阳,营业货车,交强险,FALSE,单交,FALSE,续保,,,,B,0110融合销售,1221.7,724.7451,1,0,0,72.94,0,1221.7,681.4752,38
2025/9/14,2025,2吨以下营业货车,中支,资阳,营业货车,交强险,FALSE,单交,FALSE,续保,,,,E,0106移动展业(App),1745.28,495.2929,1,0,0,0,0,1745.28,495.2929,38
2025/9/14,2025,2吨以下营业货车,中支,资阳,营业货车,交强险,FALSE,单交,FALSE,续保,,,,E,0110融合销售,1570.75,36,1,0,0,23.25,0,1570.75,35.4671,38
2025/9/14,2025,2吨以下营业货车,中支,资阳,营业货车,交强险,FALSE,单交,FALSE,转保,,,,,0106移动展业(App),1745.28,1129.2519,1,0,0,0,0,1745.28,1129.2519,38
2025/9/14,2025,2吨以下营业货车,中支,资阳,营业货车,交强险,FALSE,单交,FALSE,转保,,,,B,0106移动展业(App),3316.03,436.2399,2,0,0,0,0,3316.03,436.2399,38
2025/9/14,2025,2吨以下营业货车,中支,资阳,营业货车,交强险,FALSE,单交,FALSE,转保,,,,E,0106移动展业(App),5235.84,1133.8101,3,0,0,0,0,5235.84,1133.8101,38
2025/9/14,2025,2吨以下营业货车,中支,资阳,营业货车,交强险,TRUE,主全,FALSE,新保,,,,,0106移动展业(App),17452.8,5464.3601,10,5,53711.92,0,0,17452.8,-48247.5599,38
2025/9/14,2025,2吨以下营业货车,中支,资阳,营业货车,交强险,TRUE,单交,FALSE,转保,,,,B,0106移动展业(App),2966.98,491.5486,2,0,0,0,0,2966.98,491.5486,38
2025/9/14,2025,2吨以下营业货车,中支,资阳,营业货车,商业保险,FALSE,主全,FALSE,续保,,,,A,0106移动展业(App),3669.67,1286.898,1,0,0,1137.6,2822.8306,3669.67,887.9588,38
2025/9/14,2025,2吨以下营业货车,中支,资阳,营业货车,商业保险,FALSE,主全,FALSE,转保,,,,A,0106移动展业(App),3298.36,1527.1859,1,0,0,758.62,3880.436,3298.36,1175.9344,38
2025/9/14,2025,2吨以下营业货车,中支,资阳,营业货车,商业保险,FALSE,主全,FALSE,转保,,,,A,0202APP,2972.14,1750.7126,1,0,0,549.85,2476.7783,2972.14,1426.8284,38
2025/9/14,2025,2吨以下营业货车,中支,资阳,营业货车,商业保险,FALSE,交三,FALSE,续保,,,,A,0106移动展业(App),8866.24,3800.9133,4,0,0,1661.64,7566.7309,8866.24,3088.5765,38
2025/9/14,2025,2吨以下营业货车,中支,资阳,营业货车,商业保险,FALSE,交三,FALSE,续保,,,,A,0110融合销售,5168.63,1212.2573,3,0,0,384.71,4307.1885,5168.63,1122.0269,38
2025/9/14,2025,2吨以下营业货车,中支,资阳,营业货车,商业保险,FALSE,交三,FALSE,续保,,,,B,0106移动展业(App),1751.98,590.3933,1,0,0,543.12,1946.6403,1751.98,407.3693,38
2025/9/14,2025,2吨以下营业货车,中支,资阳,营业货车,商业保险,FALSE,交三,FALSE,续保,,,,B,0110融合销售,2488.11,790.7418,1,0,0,421.74,2073.4303,2488.11,656.7094,38
2025/9/14,2025,2吨以下营业货车,中支,资阳,营业货车,商业保险,FALSE,交三,FALSE,续保,,,,E,0110融合销售,3416.05,28.1,1,0,0,853.33,2277.3616,3416.05,21.0806,38
2025/9/14,2025,2吨以下营业货车,中支,资阳,营业货车,商业保险,FALSE,交三,FALSE,转保,,,,A,0106移动展业(App),1995.41,697.2296,2,0,0,369.16,1946.7463,1995.41,568.2389,38
2025/9/14,2025,2吨以下营业货车,中支,资阳,营业货车,商业保险,FALSE,交三,FALSE,转保,,,,D,0106移动展业(App),4363.8,2008.5436,1,0,0,0,2909.1969,4363.8,2008.5436,38
2025/9/14,2025,2吨以下营业货车,中支,资阳,营业货车,商业保险,FALSE,交三,TRUE,转保,,,,,0106移动展业(App),14758.11,4988.9718,4,0,0,3328.06,13786.8128,14758.11,3863.9227,38
2025/9/14,2025,2吨以下营业货车,中支,资阳,营业货车,商业保险,TRUE,主全,FALSE,新保,,,,,0106移动展业(App),126185.85,39513.8452,10,5,27258.15,0,93471.0695,126185.85,12255.6952,38
2025/9/14,2025,2吨以下营业货车,中支,资阳,营业货车,商业保险,TRUE,主全,FALSE,新保,,,,,0202APP,12351.13,3350.0325,1,0,0,0,9148.989,12351.13,3350.0325,38
2025/9/14,2025,2吨以下营业货车,中支,达州,营业货车,交强险,FALSE,交三,TRUE,转保,,,,,0202APP,1745.28,358.6192,1,0,0,0,0,1745.28,358.6192,38
2025/9/14,2025,2吨以下营业货车,中支,达州,营业货车,商业保险,FALSE,交三,FALSE,续保,,,,A,0110融合销售,2305.82,1288.7323,1,0,0,355.33,1708.024,2305.82,1090.1369,38
2025/9/14,2025,2吨以下营业货车,中支,达州,营业货车,商业保险,FALSE,交三,FALSE,续保,,,,E,0110融合销售,2989.03,1031.8295,1,0,0,73.23,1992.6901,2989.03,1006.5501,38
2025/9/14,2025,2吨以下营业货车,中支,达州,营业货车,商业保险,FALSE,交三,TRUE,转保,,,,,0202APP,9687.36,1990.5534,1,0,0,1356.23,7175.8219,9687.36,1711.876,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,主全,FALSE,新保,,,,,0106移动展业(App),6981.12,1584.6983,4,0,0,87.26,0,6981.12,1564.8904,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,主全,FALSE,续保,,,,A,0101柜面,4363.21,2184.7097,3,0,0,218.16,0,4363.21,2075.4744,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,主全,FALSE,续保,,,,A,0106移动展业(App),142589.7,56409.7199,104,11,62220.47,7669.01,0,142589.7,-8844.6769,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,主全,FALSE,续保,,,,A,0107B2B,3665.1,1427.6178,3,0,0,171.05,0,3665.1,1360.991,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,主全,FALSE,续保,,,,A,0202APP,1396.23,306.023,1,0,0,69.81,0,1396.23,290.7222,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,主全,FALSE,续保,,,,B,0101柜面,1221.7,666.0775,1,0,0,48.87,0,1221.7,639.4333,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,主全,FALSE,续保,,,,B,0106移动展业(App),19896.23,8729.6664,14,0,0,1387.52,0,19896.23,8120.8784,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,主全,FALSE,续保,,,,B,0107B2B,1570.75,232.3849,1,0,0,307.87,0,1570.75,186.837,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,主全,FALSE,续保,,,,B,0201PC,1221.7,564.1297,1,0,0,61.09,0,1221.7,535.9209,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,主全,FALSE,续保,,,,B,0202APP,1221.7,625.9121,1,0,0,61.09,0,1221.7,594.6139,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,主全,FALSE,续保,,,,X,0106移动展业(App),2792.45,1490.4221,2,1,2000,139.63,0,2792.45,-584.1031,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,主全,FALSE,转保,,,,A,0101柜面,1396.23,483.7395,1,0,0,69.81,0,1396.23,459.553,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,主全,FALSE,转保,,,,A,0106移动展业(App),82900.93,28896.6645,59,9,16426.5,5878.26,0,82900.93,10421.1874,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,主全,FALSE,转保,,,,A,0107B2B,4014.15,1161.0925,3,0,0,200.72,0,4014.15,1103.0343,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,主全,FALSE,转保,,,,A,0201PC,2792.45,558.2512,2,0,0,139.63,0,2792.45,530.3371,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,主全,FALSE,转保,,,,B,0106移动展业(App),7330.19,2151.46,5,0,0,366.51,0,7330.19,2043.8868,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,主全,FALSE,转保,,,,E,0106移动展业(App),1221.7,209.1952,1,0,0,0,0,1221.7,209.1952,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,交三,FALSE,续保,,,,A,0101柜面,16405.66,5090.7081,12,1,1359.4,820.32,0,16405.66,3476.7612,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,交三,FALSE,续保,,,,A,0106移动展业(App),325320.95,126419.512,245,19,223594.92,16891.65,0,325320.95,-103739.4923,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,交三,FALSE,续保,,,,A,0107B2B,16231.13,6191.7876,12,1,2276.64,799.38,0,16231.13,3610.2032,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,交三,FALSE,续保,,,,A,0201PC,1221.7,548.9282,1,0,0,61.09,0,1221.7,521.4796,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,交三,FALSE,续保,,,,A,0202APP,7155.66,3186.6756,5,1,1769.91,345.57,0,7155.66,1262.8707,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,交三,FALSE,续保,,,,B,0101柜面,1919.81,496.1701,1,0,0,0,0,1919.81,496.1701,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,交三,FALSE,续保,,,,B,0106移动展业(App),24783.04,9356.5159,19,1,2263.42,1239.22,0,24783.04,6625.2445,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,交三,FALSE,续保,,,,B,0107B2B,2792.46,784.1866,2,0,0,139.62,0,2792.46,744.9781,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,交三,FALSE,续保,,,,D,0106移动展业(App),6457.55,1814.7179,5,0,0,0,0,6457.55,1814.7179,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,交三,FALSE,续保,,,,E,0106移动展业(App),7155.65,2339.6315,5,0,0,0,0,7155.65,2339.6315,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,交三,FALSE,续保,,,,E,0107B2B,1221.7,301.2411,1,0,0,0,0,1221.7,301.2411,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,交三,FALSE,续保,,,,X,0106移动展业(App),2443.4,1081.2603,2,0,0,109.96,0,2443.4,1032.6005,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,交三,FALSE,转保,,,,,0106移动展业(App),1745.28,946.7546,1,0,0,87.26,0,1745.28,899.4191,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,交三,FALSE,转保,,,,A,0106移动展业(App),124089.63,40916.5149,89,4,9852.03,6446.23,0,124089.63,28938.9466,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,交三,FALSE,转保,,,,A,0110融合销售,1221.7,545.5811,1,0,0,77.33,0,1221.7,511.0474,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,交三,FALSE,转保,,,,A,0201PC,2792.45,774.6181,2,0,0,139.63,0,2792.45,735.8851,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,交三,FALSE,转保,,,,A,0202APP,4188.68,1125.8866,3,0,0,195.48,0,4188.68,1073.343,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,交三,FALSE,转保,,,,B,0106移动展业(App),16056.62,5303.4735,12,1,2283.02,802.86,0,16056.62,2755.2703,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,交三,FALSE,转保,,,,C,0106移动展业(App),1570.75,357.1842,1,0,0,78.54,0,1570.75,339.3245,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,交三,FALSE,转保,,,,D,0106移动展业(App),2792.45,514.3997,2,0,0,0,0,2792.45,514.3997,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,交三,FALSE,转保,,,,E,0106移动展业(App),2617.93,1022.3075,2,0,0,0,0,2617.93,1022.3075,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,交三,FALSE,转保,,,,E,0110融合销售,1745.28,241.0718,1,0,0,128.45,0,1745.28,223.3293,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,交三,TRUE,续保,,,,,0101柜面,1745.28,353.8376,1,0,0,0,0,1745.28,353.8376,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,交三,TRUE,续保,,,,,0106移动展业(App),10471.68,3050.6538,6,0,0,471.21,0,10471.68,2913.3789,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,交三,TRUE,转保,,,,,0106移动展业(App),32636.74,10686.6532,19,2,3683.02,1357.79,0,32636.74,6559.0352,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,交三,TRUE,转保,,,,,0201PC,1745.28,455.4463,1,0,0,69.81,0,1745.28,437.2288,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,交三,TRUE,转保,,,,,0202APP,1745.28,193.6544,1,0,0,69.81,0,1745.28,185.9083,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,单交,FALSE,续保,,,,A,0101柜面,6283.03,1674.356,5,0,0,191.99,0,6283.03,1623.1928,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,单交,FALSE,续保,,,,A,0106移动展业(App),79288.95,29738.5,59,1,2458,1583.56,0,79288.95,26686.5622,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,单交,FALSE,续保,,,,A,0107B2B,4886.8,794.2468,4,0,0,122.18,0,4886.8,774.389,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,单交,FALSE,续保,,,,A,0110融合销售,1221.7,565.6638,1,0,0,21.14,0,1221.7,555.8757,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,单交,FALSE,续保,,,,A,0201PC,1221.7,401.6548,1,0,0,0,0,1221.7,401.6548,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,单交,FALSE,续保,,,,B,0101柜面,2443.4,548.9282,2,0,0,0,0,2443.4,548.9282,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,单交,FALSE,续保,,,,B,0106移动展业(App),32462.22,11648.8917,21,2,2263.22,500.9,0,32462.22,9205.9264,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,单交,FALSE,续保,,,,B,0107B2B,1745.28,506.8484,1,1,1769.91,0,0,1745.28,-1263.0616,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,单交,FALSE,续保,,,,B,0110融合销售,1221.7,495.3742,1,0,0,24.19,0,1221.7,485.5657,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,单交,FALSE,续保,,,,B,0201PC,3141.51,730.2706,2,0,0,0,0,3141.51,730.2706,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,单交,FALSE,续保,,,,D,0106移动展业(App),2966.98,304.4083,2,0,0,0,0,2966.98,304.4083,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,单交,FALSE,续保,,,,E,0106移动展业(App),21816.04,9309.262,15,2,860,0,0,21816.04,8449.262,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,单交,FALSE,续保,,,,E,0201PC,3141.5,905.333,2,0,0,0,0,3141.5,905.333,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,单交,FALSE,转保,,,,,0106移动展业(App),43632,7859.7369,25,2,2000,69.81,0,43632,5847.1615,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,单交,FALSE,转保,,,,A,0101柜面,1221.7,706.243,1,0,0,48.87,0,1221.7,677.9921,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,单交,FALSE,转保,,,,A,0106移动展业(App),62306.58,19928.2558,43,2,3133.02,806.34,0,62306.58,16537.3345,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,单交,FALSE,转保,,,,A,0107B2B,2443.4,1176.1652,2,0,0,48.87,0,2443.4,1152.6409,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,单交,FALSE,转保,,,,A,0110融合销售,1221.7,836.7808,1,0,0,54,0,1221.7,799.7945,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,单交,FALSE,转保,,,,A,0201PC,6632.08,2413.7753,5,0,0,109.96,0,6632.08,2373.7548,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,单交,FALSE,转保,,,,A,0202APP,2966.98,1272.8616,2,0,0,0,0,2966.98,1272.8616,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,单交,FALSE,转保,,,,B,0101柜面,1396.23,793.5878,1,0,0,55.85,0,1396.23,761.8438,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,单交,FALSE,转保,,,,B,0106移动展业(App),45726.4,19194.4807,31,5,165427.41,352.56,0,45726.4,-146380.9228,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,单交,FALSE,转保,,,,B,0107B2B,2966.98,442.0181,2,0,0,0,0,2966.98,442.0181,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,单交,FALSE,转保,,,,B,0201PC,3141.5,1343.9236,2,0,0,0,0,3141.5,1343.9236,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,单交,FALSE,转保,,,,B,0202APP,2617.93,1224.8684,2,0,0,48.87,0,2617.93,1202.0033,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,单交,FALSE,转保,,,,C,0106移动展业(App),4188.68,1882.5163,3,0,0,209.44,0,4188.68,1788.3878,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,单交,FALSE,转保,,,,D,0106移动展业(App),2966.98,105.1951,2,0,0,0,0,2966.98,105.1951,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,单交,FALSE,转保,,,,E,0101柜面,1396.23,491.2307,1,0,0,0,0,1396.23,491.2307,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,单交,FALSE,转保,,,,E,0106移动展业(App),159130.81,48090.8899,102,13,227282.37,0,0,159130.81,-179191.4801,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,单交,FALSE,转保,,,,E,0107B2B,3316.03,1527.7165,2,1,1339.6,0,0,3316.03,188.1165,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,单交,FALSE,转保,,,,E,0201PC,6632.06,1257.8957,4,0,0,0,0,6632.06,1257.8957,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,单交,FALSE,转保,,,,E,0202APP,6632.06,2180.8209,4,0,0,0,0,6632.06,2180.8209,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,单交,FALSE,转保,,,,X,0106移动展业(App),1745.28,722.0199,1,0,0,0,0,1745.28,722.0199,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,单交,TRUE,续保,,,,,0101柜面,1745.28,708.6713,1,1,1193.06,0,0,1745.28,-484.3887,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,单交,TRUE,续保,,,,,0106移动展业(App),3316.03,1873.1068,2,0,0,0,0,3316.03,1873.1068,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,单交,TRUE,转保,,,,,0106移动展业(App),17452.8,9951.6819,10,0,0,418.86,0,17452.8,9712.8457,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,单交,TRUE,转保,,,,,0107B2B,5235.84,2055.0871,3,1,0,0,0,5235.84,2055.0871,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,FALSE,单交,TRUE,转保,,,,,0201PC,3490.56,1142.999,2,0,0,0,0,3490.56,1142.999,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,TRUE,主全,FALSE,新保,,,,,0106移动展业(App),5235.84,1663.993,3,0,0,0,0,5235.84,1663.993,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,TRUE,单交,FALSE,续保,,,,A,0106移动展业(App),1396.23,743.6997,1,0,0,0,0,1396.23,743.6997,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,TRUE,单交,FALSE,续保,,,,A,0107B2B,1570.75,77.5,1,0,0,0,0,1570.75,77.5,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,TRUE,单交,FALSE,续保,,,,B,0101柜面,10122.64,4371.8879,6,3,4283.02,0,0,10122.64,88.8679,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,TRUE,单交,FALSE,续保,,,,B,0106移动展业(App),1745.28,588.1355,1,1,2000,0,0,1745.28,-1411.8645,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,TRUE,单交,FALSE,续保,,,,E,0101柜面,2792.45,597.6992,2,0,0,0,0,2792.45,597.6992,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,TRUE,单交,FALSE,续保,,,,E,0106移动展业(App),1570.75,361.4877,1,0,0,0,0,1570.75,361.4877,38
2025/9/14,2025,2吨以下营业货车,成都,天府,营业货车,交强险,TRUE,单交,FALSE,转保,,,,,0106移动展业(App),1745.28,442.0977,1,0,0,0,0,1745.28,442.0977,38
